key,Ngày,idx,Nơi thực hiện,Vị trí quan trắc,Ký hiệu,ts
kehoach|22,2,22,Cầu Tân Thái,Triều Lên,HCM_NM_CTT_L,2026-01-30T22:52:40
kehoach|22,2,22,Cầu Tân Thái,Triều Lên,HCM_NM_CTT_L,2026-01-30T22:52:48
kehoach|23,2,23,TBNM14,Triều Lên,HCM_NM_TBNM14_L,2026-01-30T22:52:57
kehoach|23,2,23,TBNM14,Triều Lên,HCM_NM_TBNM14_L,2026-01-30T22:53:06
kehoach|23,2,23,TBNM14,Triều Lên,HCM_NM_TBNM14_L,2026-01-30T22:53:15
kehoach|24,2,24,TBNM9,Triều Lên,HCM_NM_TBNM9_L,2026-01-30T22:53:24
kehoach|24,2,24,TBNM9,Triều Lên,HCM_NM_TBNM9_L,2026-01-30T22:53:33
kehoach|24,2,24,TBNM9,Triều Lên,HCM_NM_TBNM9_L,2026-01-30T22:53:42
kehoach|25,2,25,TBNM11,Triều Lên,HCM_NM_TBNM11_L,2026-01-30T22:53:50
kehoach|25,2,25,TBNM11,Triều Lên,HCM_NM_TBNM11_L,2026-01-30T22:53:59
kehoach|25,2,25,TBNM11,Triều Lên,HCM_NM_TBNM11_L,2026-01-30T22:54:08
kehoach|26,2,26,TBNM1,Triều Lên,HCM_NM_TBNM1_L,2026-01-30T22:54:16
kehoach|26,2,26,TBNM1,Triều Lên,HCM_NM_TBNM1_L,2026-01-30T22:54:25
kehoach|26,2,26,TBNM1,Triều Lên,HCM_NM_TBNM1_L,2026-01-30T22:54:34
kehoach|27,2,27,Thầy Cai,Triều Lên,HCM_NM_TCa_L,2026-01-30T22:54:43
kehoach|27,2,27,Thầy Cai,Triều Lên,HCM_NM_TCa_L,2026-01-30T22:54:52
kehoach|27,2,27,Thầy Cai,Triều Lên,HCM_NM_TCa_L,2026-01-30T22:55:01
kehoach|28,2,28,TBNM15,Triều Xuống,HCM_NM_TBNM15_X,2026-01-30T22:55:10
kehoach|28,2,28,TBNM15,Triều Xuống,HCM_NM_TBNM15_X,2026-01-30T22:55:18
kehoach|28,2,28,TBNM15,Triều Xuống,HCM_NM_TBNM15_X,2026-01-30T22:55:27
kehoach|29,2,29,TBNM5,Triều Xuống,HCM_NM_TBNM5_X,2026-01-30T22:55:36
kehoach|29,2,29,TBNM5,Triều Xuống,HCM_NM_TBNM5_X,2026-01-30T22:55:45
kehoach|29,2,29,TBNM5,Triều Xuống,HCM_NM_TBNM5_X,2026-01-30T22:55:54
kehoach|30,2,30,Cầu Tân Thái,Triều Xuống,HCM_NM_CTT_X,2026-01-30T22:56:03
kehoach|30,2,30,Cầu Tân Thái,Triều Xuống,HCM_NM_CTT_X,2026-01-30T22:56:12
kehoach|30,2,30,Cầu Tân Thái,Triều Xuống,HCM_NM_CTT_X,2026-01-30T22:56:21
kehoach|31,2,31,TBNM14,Triều Xuống,HCM_NM_TBNM14_X,2026-01-30T22:56:30
kehoach|31,2,31,TBNM14,Triều Xuống,HCM_NM_TBNM14_X,2026-01-30T22:56:39
kehoach|31,2,31,TBNM14,Triều Xuống,HCM_NM_TBNM14_X,2026-01-30T22:56:48
kehoach|32,2,32,TBNM9,Triều Xuống,HCM_NM_TBNM9_X,2026-01-30T22:56:57
kehoach|32,2,32,TBNM9,Triều Xuống,HCM_NM_TBNM9_X,2026-01-30T22:57:06
kehoach|32,2,32,TBNM9,Triều Xuống,HCM_NM_TBNM9_X,2026-01-30T22:57:14
kehoach|33,2,33,TBNM11,Triều Xuống,HCM_NM_TBNM11_X,2026-01-30T22:57:23
kehoach|33,2,33,TBNM11,Triều Xuống,HCM_NM_TBNM11_X,2026-01-30T22:57:32
kehoach|33,2,33,TBNM11,Triều Xuống,HCM_NM_TBNM11_X,2026-01-30T22:57:41
kehoach|34,2,34,TBNM1,Triều Xuống,HCM_NM_TBNM1_X,2026-01-30T22:57:49
kehoach|34,2,34,TBNM1,Triều Xuống,HCM_NM_TBNM1_X,2026-01-30T22:57:58
kehoach|34,2,34,TBNM1,Triều Xuống,HCM_NM_TBNM1_X,2026-01-30T22:58:07
kehoach|35,2,35,Thầy Cai,Triều Xuống,HCM_NM_TCa_X,2026-01-30T22:58:16
kehoach|35,2,35,Thầy Cai,Triều Xuống,HCM_NM_TCa_X,2026-01-30T22:58:25
kehoach|35,2,35,Thầy Cai,Triều Xuống,HCM_NM_TCa_X,2026-01-30T22:58:33
kehoach|36,3,36,Kênh N46,Triều Lên,HCM_NM_N46_L,2026-01-30T22:58:46
kehoach|37,3,37,Tân Phú Trung,Triều Lên,HCM_NM_TPT_L,2026-01-30T22:59:38
kehoach|37,3,37,Tân Phú Trung,Triều Lên,HCM_NM_TPT_L,2026-01-30T22:59:47
kehoach|37,3,37,Tân Phú Trung,Triều Lên,HCM_NM_TPT_L,2026-01-30T22:59:56
kehoach|38,3,38,TC18A,Triều Lên,HCM_NM_TC18A_L,2026-01-30T23:00:05
kehoach|38,3,38,TC18A,Triều Lên,HCM_NM_TC18A_L,2026-01-30T23:00:13
kehoach|38,3,38,TC18A,Triều Lên,HCM_NM_TC18A_L,2026-01-30T23:00:22
kehoach|39,3,39,An Hạ 1,Triều Lên,HCM_NM_AH1_L,2026-01-30T23:00:31
kehoach|39,3,39,An Hạ 1,Triều Lên,HCM_NM_AH1_L,2026-01-30T23:00:39
kehoach|39,3,39,An Hạ 1,Triều Lên,HCM_NM_AH1_L,2026-01-30T23:00:48
kehoach|40,3,40,Cầu TL9,Triều Lên,HCM_NM_CTL9_L,2026-01-30T23:00:57
kehoach|40,3,40,Cầu TL9,Triều Lên,HCM_NM_CTL9_L,2026-01-30T23:01:05
kehoach|40,3,40,Cầu TL9,Triều Lên,HCM_NM_CTL9_L,2026-01-30T23:01:14
kehoach|41,3,41,Xuân Thới Sơn,Triều Lên,HCM_NM_XTS_L,2026-01-30T23:01:22
kehoach|41,3,41,Xuân Thới Sơn,Triều Lên,HCM_NM_XTS_L,2026-01-30T23:01:31
kehoach|41,3,41,Xuân Thới Sơn,Triều Lên,HCM_NM_XTS_L,2026-01-30T23:01:40
kehoach|42,3,42,Cầu Lớn,Triều Lên,HCM_NM_CLo_L,2026-01-30T23:01:48
kehoach|42,3,42,Cầu Lớn,Triều Lên,HCM_NM_CLo_L,2026-01-30T23:01:57
kehoach|42,3,42,Cầu Lớn,Triều Lên,HCM_NM_CLo_L,2026-01-30T23:02:06
kehoach|43,3,43,An Hạ,Triều Lên,HCM_NM_AH_L,2026-01-30T23:02:14
kehoach|43,3,43,An Hạ,Triều Lên,HCM_NM_AH_L,2026-01-30T23:02:23
kehoach|43,3,43,An Hạ,Triều Lên,HCM_NM_AH_L,2026-01-30T23:02:32
kehoach|44,3,44,Rau Răm,Triều Lên,HCM_NM_RR_L,2026-01-30T23:02:41
kehoach|44,3,44,Rau Răm,Triều Lên,HCM_NM_RR_L,2026-01-30T23:02:49
kehoach|44,3,44,Rau Răm,Triều Lên,HCM_NM_RR_L,2026-01-30T23:02:58
kehoach|45,3,45,Kênh N46,Triều Xuống,HCM_NM_N46_X,2026-01-30T23:03:06
kehoach|45,3,45,Kênh N46,Triều Xuống,HCM_NM_N46_X,2026-01-30T23:03:15
kehoach|45,3,45,Kênh N46,Triều Xuống,HCM_NM_N46_X,2026-01-30T23:03:23
kehoach|46,3,46,Tân Phú Trung,Triều Xuống,HCM_NM_TPT_X,2026-01-30T23:03:32
kehoach|46,3,46,Tân Phú Trung,Triều Xuống,HCM_NM_TPT_X,2026-01-30T23:03:41
kehoach|46,3,46,Tân Phú Trung,Triều Xuống,HCM_NM_TPT_X,2026-01-30T23:03:49
kehoach|47,3,47,TC18A,Triều Xuống,HCM_NM_TC18A_X,2026-01-30T23:03:58
kehoach|47,3,47,TC18A,Triều Xuống,HCM_NM_TC18A_X,2026-01-30T23:04:06
kehoach|47,3,47,TC18A,Triều Xuống,HCM_NM_TC18A_X,2026-01-30T23:04:15
kehoach|48,3,48,An Hạ 1,Triều Xuống,HCM_NM_AH1_X,2026-01-30T23:04:24
kehoach|48,3,48,An Hạ 1,Triều Xuống,HCM_NM_AH1_X,2026-01-30T23:04:32
kehoach|48,3,48,An Hạ 1,Triều Xuống,HCM_NM_AH1_X,2026-01-30T23:04:41
kehoach|49,3,49,Cầu TL9,Triều Xuống,HCM_NM_CTL9_X,2026-01-30T23:04:50
kehoach|49,3,49,Cầu TL9,Triều Xuống,HCM_NM_CTL9_X,2026-01-30T23:04:58
kehoach|49,3,49,Cầu TL9,Triều Xuống,HCM_NM_CTL9_X,2026-01-30T23:05:07
kehoach|50,3,50,Xuân Thới Sơn,Triều Xuống,HCM_NM_XTS_X,2026-01-30T23:05:16
kehoach|50,3,50,Xuân Thới Sơn,Triều Xuống,HCM_NM_XTS_X,2026-01-30T23:05:24
kehoach|50,3,50,Xuân Thới Sơn,Triều Xuống,HCM_NM_XTS_X,2026-01-30T23:05:33
kehoach|51,3,51,Cầu Lớn,Triều Xuống,HCM_NM_CLo_X,2026-01-30T23:05:42
kehoach|51,3,51,Cầu Lớn,Triều Xuống,HCM_NM_CLo_X,2026-01-30T23:05:51
kehoach|51,3,51,Cầu Lớn,Triều Xuống,HCM_NM_CLo_X,2026-01-30T23:05:59
kehoach|52,3,52,An Hạ,Triều Xuống,HCM_NM_AH_X,2026-01-30T23:06:08
kehoach|52,3,52,An Hạ,Triều Xuống,HCM_NM_AH_X,2026-01-30T23:06:17
kehoach|52,3,52,An Hạ,Triều Xuống,HCM_NM_AH_X,2026-01-30T23:06:26
kehoach|53,3,53,Rau Răm,Triều Xuống,HCM_NM_RR_X,2026-01-30T23:06:35
kehoach|53,3,53,Rau Răm,Triều Xuống,HCM_NM_RR_X,2026-01-30T23:06:44
kehoach|53,3,53,Rau Răm,Triều Xuống,HCM_NM_RR_X,2026-01-30T23:06:53
kehoach|54,4,54,Cầu Mống,Triều Lên,HCM_NM_CMo_L,2026-01-30T23:07:06
kehoach|54,4,54,Cầu Mống,Triều Lên,HCM_NM_CMo_L,2026-01-30T23:07:15
kehoach|54,4,54,Cầu Mống,Triều Lên,HCM_NM_CMo_L,2026-01-30T23:07:24
kehoach|55,4,55,Tân Thuận,Triều Lên,HCM_NM_TThu_L,2026-01-30T23:07:33
kehoach|55,4,55,Tân Thuận,Triều Lên,HCM_NM_TThu_L,2026-01-30T23:07:42
kehoach|55,4,55,Tân Thuận,Triều Lên,HCM_NM_TThu_L,2026-01-30T23:07:50
kehoach|56,4,56,Kênh Tẻ,Triều Lên,HCM_NM_KT_L,2026-01-30T23:07:59
kehoach|56,4,56,Kênh Tẻ,Triều Lên,HCM_NM_KT_L,2026-01-30T23:08:08
kehoach|56,4,56,Kênh Tẻ,Triều Lên,HCM_NM_KT_L,2026-01-30T23:08:16
kehoach|57,4,57,Cầu Chữ Y,Triều Lên,HCM_NM_CCY_L,2026-01-30T23:08:25
kehoach|57,4,57,Cầu Chữ Y,Triều Lên,HCM_NM_CCY_L,2026-01-30T23:08:34
kehoach|57,4,57,Cầu Chữ Y,Triều Lên,HCM_NM_CCY_L,2026-01-30T23:08:43
kehoach|58,4,58,Chà Và,Triều Lên,HCM_NM_CV_L,2026-01-30T23:08:51
kehoach|58,4,58,Chà Và,Triều Lên,HCM_NM_CV_L,2026-01-30T23:09:00
kehoach|58,4,58,Chà Và,Triều Lên,HCM_NM_CV_L,2026-01-30T23:09:09
kehoach|59,4,59,Chánh Hưng,Triều Lên,HCM_NM_CH_L,2026-01-30T23:09:18
kehoach|59,4,59,Chánh Hưng,Triều Lên,HCM_NM_CH_L,2026-01-30T23:09:26
kehoach|59,4,59,Chánh Hưng,Triều Lên,HCM_NM_CH_L,2026-01-30T23:09:35
kehoach|60,4,60,Nhị Thiên Đường,Triều Lên,HCM_NM_NTĐ_L,2026-01-30T23:09:44
kehoach|60,4,60,Nhị Thiên Đường,Triều Lên,HCM_NM_NTĐ_L,2026-01-30T23:09:53
kehoach|60,4,60,Nhị Thiên Đường,Triều Lên,HCM_NM_NTĐ_L,2026-01-30T23:10:01
kehoach|61,4,61,Cầu Mống,Triều Xuống,HCM_NM_CMo_X,2026-01-30T23:10:10
kehoach|61,4,61,Cầu Mống,Triều Xuống,HCM_NM_CMo_X,2026-01-30T23:10:19
kehoach|61,4,61,Cầu Mống,Triều Xuống,HCM_NM_CMo_X,2026-01-30T23:10:27
kehoach|62,4,62,Tân Thuận,Triều Xuống,HCM_NM_TThu_X,2026-01-30T23:10:36
kehoach|62,4,62,Tân Thuận,Triều Xuống,HCM_NM_TThu_X,2026-01-30T23:10:45
kehoach|62,4,62,Tân Thuận,Triều Xuống,HCM_NM_TThu_X,2026-01-30T23:10:53
kehoach|63,4,63,Kênh Tẻ,Triều Xuống,HCM_NM_KT_X,2026-01-30T23:11:02
kehoach|63,4,63,Kênh Tẻ,Triều Xuống,HCM_NM_KT_X,2026-01-30T23:11:11
kehoach|63,4,63,Kênh Tẻ,Triều Xuống,HCM_NM_KT_X,2026-01-30T23:11:19
kehoach|64,4,64,Cầu Chữ Y,Triều Xuống,HCM_NM_CCY_X,2026-01-30T23:11:28
kehoach|64,4,64,Cầu Chữ Y,Triều Xuống,HCM_NM_CCY_X,2026-01-30T23:11:37
kehoach|64,4,64,Cầu Chữ Y,Triều Xuống,HCM_NM_CCY_X,2026-01-30T23:11:45
kehoach|65,4,65,Chà Và,Triều Xuống,HCM_NM_CV_X,2026-01-30T23:11:54
kehoach|65,4,65,Chà Và,Triều Xuống,HCM_NM_CV_X,2026-01-30T23:12:03
kehoach|65,4,65,Chà Và,Triều Xuống,HCM_NM_CV_X,2026-01-30T23:12:11
kehoach|66,4,66,Chánh Hưng,Triều Xuống,HCM_NM_CH_X,2026-01-30T23:12:20
kehoach|66,4,66,Chánh Hưng,Triều Xuống,HCM_NM_CH_X,2026-01-30T23:12:29
kehoach|66,4,66,Chánh Hưng,Triều Xuống,HCM_NM_CH_X,2026-01-30T23:12:37
kehoach|67,4,67,Nhị Thiên Đường,Triều Xuống,HCM_NM_NTĐ_X,2026-01-30T23:12:46
kehoach|67,4,67,Nhị Thiên Đường,Triều Xuống,HCM_NM_NTĐ_X,2026-01-30T23:12:54
kehoach|67,4,67,Nhị Thiên Đường,Triều Xuống,HCM_NM_NTĐ_X,2026-01-30T23:13:03
kehoach|68,5,68,Hòa Bình,Triều Lên,HCM_NM_HB_L,2026-01-30T23:13:15
kehoach|68,5,68,Hòa Bình,Triều Lên,HCM_NM_HB_L,2026-01-30T23:13:24
kehoach|68,5,68,Hòa Bình,Triều Lên,HCM_NM_HB_L,2026-01-30T23:13:32
kehoach|69,5,69,Ông Buông,Triều Lên,HCM_NM_OB_L,2026-01-30T23:13:41
kehoach|69,5,69,Ông Buông,Triều Lên,HCM_NM_OB_L,2026-01-30T23:13:50
kehoach|69,5,69,Ông Buông,Triều Lên,HCM_NM_OB_L,2026-01-30T23:13:58
kehoach|70,5,70,Rạch Ngựa,Triều Lên,HCM_NM_RN_L,2026-01-30T23:14:07
kehoach|70,5,70,Rạch Ngựa,Triều Lên,HCM_NM_RN_L,2026-01-30T23:14:16
kehoach|70,5,70,Rạch Ngựa,Triều Lên,HCM_NM_RN_L,2026-01-30T23:14:24
kehoach|71,5,71,Phú Định,Triều Lên,HCM_NM_PĐ_L,2026-01-30T23:14:33
kehoach|71,5,71,Phú Định,Triều Lên,HCM_NM_PĐ_L,2026-01-30T23:14:41
kehoach|71,5,71,Phú Định,Triều Lên,HCM_NM_PĐ_L,2026-01-30T23:14:50
kehoach|72,5,72,Hồ Ngọc Lãm,Triều Lên,HCM_NM_HNL_L,2026-01-30T23:14:59
kehoach|72,5,72,Hồ Ngọc Lãm,Triều Lên,HCM_NM_HNL_L,2026-01-30T23:15:07
kehoach|72,5,72,Hồ Ngọc Lãm,Triều Lên,HCM_NM_HNL_L,2026-01-30T23:15:16
kehoach|73,5,73,Bình Ðiền,Triều Lên,HCM_NM_BĐ_L,2026-01-30T23:15:24
kehoach|73,5,73,Bình Ðiền,Triều Lên,HCM_NM_BĐ_L,2026-01-30T23:15:33
kehoach|73,5,73,Bình Ðiền,Triều Lên,HCM_NM_BĐ_L,2026-01-30T23:15:42
kehoach|74,5,74,Chợ Đệm,Triều Lên,HCM_NM_CĐe_L,2026-01-30T23:15:50
kehoach|74,5,74,Chợ Đệm,Triều Lên,HCM_NM_CĐe_L,2026-01-30T23:15:59
kehoach|74,5,74,Chợ Đệm,Triều Lên,HCM_NM_CĐe_L,2026-01-30T23:16:08
kehoach|75,5,75,Hòa Bình,Triều Xuống,HCM_NM_HB_X,2026-01-30T23:16:16
kehoach|75,5,75,Hòa Bình,Triều Xuống,HCM_NM_HB_X,2026-01-30T23:16:25
kehoach|75,5,75,Hòa Bình,Triều Xuống,HCM_NM_HB_X,2026-01-30T23:16:33
kehoach|76,5,76,Ông Buông,Triều Xuống,HCM_NM_OB_X,2026-01-30T23:16:42
kehoach|76,5,76,Ông Buông,Triều Xuống,HCM_NM_OB_X,2026-01-30T23:16:51
kehoach|76,5,76,Ông Buông,Triều Xuống,HCM_NM_OB_X,2026-01-30T23:17:00
kehoach|77,5,77,Rạch Ngựa,Triều Xuống,HCM_NM_RN_X,2026-01-30T23:17:09
kehoach|77,5,77,Rạch Ngựa,Triều Xuống,HCM_NM_RN_X,2026-01-30T23:17:17
kehoach|77,5,77,Rạch Ngựa,Triều Xuống,HCM_NM_RN_X,2026-01-30T23:17:26
kehoach|78,5,78,Phú Định,Triều Xuống,HCM_NM_PĐ_X,2026-01-30T23:17:34
kehoach|78,5,78,Phú Định,Triều Xuống,HCM_NM_PĐ_X,2026-01-30T23:17:43
kehoach|78,5,78,Phú Định,Triều Xuống,HCM_NM_PĐ_X,2026-01-30T23:17:52
kehoach|79,5,79,Hồ Ngọc Lãm,Triều Xuống,HCM_NM_HNL_X,2026-01-30T23:18:01
kehoach|79,5,79,Hồ Ngọc Lãm,Triều Xuống,HCM_NM_HNL_X,2026-01-30T23:18:09
kehoach|82,6,82,Cầu Rạch Ngang,Triều Lên,HCM_NM_CRN_L,2026-01-30T23:18:25
kehoach|82,6,82,Cầu Rạch Ngang,Triều Lên,HCM_NM_CRN_L,2026-01-30T23:18:34
kehoach|82,6,82,Cầu Rạch Ngang,Triều Lên,HCM_NM_CRN_L,2026-01-30T23:18:42
kehoach|83,6,83,Xóm Củi,Triều Lên,HCM_NM_XC_L,2026-01-30T23:18:51
kehoach|83,6,83,Xóm Củi,Triều Lên,HCM_NM_XC_L,2026-01-30T23:19:00
kehoach|83,6,83,Xóm Củi,Triều Lên,HCM_NM_XC_L,2026-01-30T23:19:09
kehoach|84,6,84,Ông Lớn,Triều Lên,HCM_NM_OL_L,2026-01-30T23:19:18
kehoach|84,6,84,Ông Lớn,Triều Lên,HCM_NM_OL_L,2026-01-30T23:19:26
kehoach|84,6,84,Ông Lớn,Triều Lên,HCM_NM_OL_L,2026-01-30T23:19:35
kehoach|85,6,85,Cần Giuộc,Triều Lên,HCM_NM_CG_L,2026-01-30T23:19:44
kehoach|85,6,85,Cần Giuộc,Triều Lên,HCM_NM_CG_L,2026-01-30T23:19:53
kehoach|85,6,85,Cần Giuộc,Triều Lên,HCM_NM_CG_L,2026-01-30T23:20:01
kehoach|86,6,86,Bà Lào,Triều Lên,HCM_NM_BLa_L,2026-01-30T23:20:10
kehoach|86,6,86,Bà Lào,Triều Lên,HCM_NM_BLa_L,2026-01-30T23:20:19
kehoach|86,6,86,Bà Lào,Triều Lên,HCM_NM_BLa_L,2026-01-30T23:20:28
kehoach|87,6,87,Long Hậu Tân Kim,Triều Lên,HCM_NM_LHTK_L,2026-01-30T23:20:37
kehoach|87,6,87,Long Hậu Tân Kim,Triều Lên,HCM_NM_LHTK_L,2026-01-30T23:20:46
kehoach|87,6,87,Long Hậu Tân Kim,Triều Lên,HCM_NM_LHTK_L,2026-01-30T23:20:54
kehoach|88,6,88,Hiệp Phước,Triều Lên,HCM_NM_HPh_L,2026-01-30T23:21:03
kehoach|88,6,88,Hiệp Phước,Triều Lên,HCM_NM_HPh_L,2026-01-30T23:21:12
kehoach|88,6,88,Hiệp Phước,Triều Lên,HCM_NM_HPh_L,2026-01-30T23:21:21
kehoach|89,6,89,Cầu Rạch Ngang,Triều Xuống,HCM_NM_CRN_X,2026-01-30T23:21:30
kehoach|89,6,89,Cầu Rạch Ngang,Triều Xuống,HCM_NM_CRN_X,2026-01-30T23:21:39
kehoach|89,6,89,Cầu Rạch Ngang,Triều Xuống,HCM_NM_CRN_X,2026-01-30T23:21:48
